City,Latitude,Longitude,State,Zip_Prefix
axixá do tocantins,-5.62026600570658,-47.77409789303798,TO,77930
azambuja,-28.493609999999933,-49.220279999999946,SC,88725
azurita,-20.00856971949226,-44.47163294541143,MG,35672
babaculandia,-7.20283693680285,-47.75952147269386,TO,77870
bacabal,-4.24012275790623,-44.786714105913,MA,65700
bacabeira,-2.976122059880391,-44.31567500374251,MA,65143
bacaxa,-22.894108855119363,-42.465506391541936,RJ,28993
bacuri,-1.7278829589999705,-45.14684444337454,MA,65270
bacurituba,-2.70778070740857,-44.74003883695993,MA,65233
bady bassitt,-20.9245222402303,-49.45780155372428,SP,15115
baependi,-21.956309999999995,-44.882378788136165,MG,37443
bage,-31.36485786714552,-54.10791676472466,RS,96422
bage,-31.363005828719945,-54.084159397926655,RS,96420
bage,-31.339753621824745,-54.125660069716666,RS,96425
bage,-31.335025726509986,-54.06422386731213,RS,96419
bage,-31.328497375345503,-54.060355995659116,RS,96418
bage,-31.326370092785094,-54.089314922387835,RS,96415
bage,-31.312138842465238,-54.11482657142898,RS,96407
bage,-31.31124851159016,-54.093606498113026,RS,96412
bage,-31.30534057119673,-54.11136802600594,RS,96408
bage,-31.303301704058562,-54.08223909046783,RS,96413
bage,-31.301643113395375,-54.137571385829624,RS,96410
bagé,-31.326536600772723,-54.11837385390225,RS,96402
bagé,-31.32151917200534,-54.100783897981316,RS,96400
bagé,-31.30802343854719,-54.12340168750899,RS,96405
bagre,-1.8991634561113684,-50.210079421687375,PA,68475
baguacu,-20.689695276831223,-49.069900562732826,SP,15405
baguari,-18.871945482069954,-41.963082328814274,MG,35105
baía formosa,-6.369812033332094,-35.00819567861394,RN,59194
baianopolis,-12.305761847650334,-44.53999102974285,BA,47830
baiao,-2.796715195123801,-49.66783733924882,PA,68465
baixa grande,-11.960013794339321,-40.1657216571835,BA,44620
baixa grande do ribeiro,-7.864803509952608,-45.21117488286422,PI,64868
baixio,-6.731387958107632,-38.71584565970036,CE,63320
baixo guandu,-19.516289537951433,-41.00621706648061,ES,29730
balbinos,-21.904588492047452,-49.36042824669762,SP,16640
baldim,-19.29107076600919,-43.95096382951992,MG,35706
baldim,-19.286533478123676,-43.95709942241093,MG,35732
baliza,-16.201736583938878,-52.543444910378504,GO,76250
balneario arroio do silva,-28.9805739228165,-49.40528215258,SC,88914
balneario barra do sul,-26.459915918008484,-48.62031401150022,SC,89247
balneario camboriu,-27.056286,-48.596314882047395,SC,88334
balneario camboriu,-27.013328256448755,-48.61818233097696,SC,88336
balneario camboriu,-27.009866389116535,-48.58161348750651,SC,88333
balneario camboriu,-27.009739110190974,-48.62968508021234,SC,88337
balneario camboriu,-27.009682143798035,-48.601687072893604,SC,88332
balneario camboriu,-26.999696999999948,-48.63513949999995,SC,88330
balneario camboriu,-26.991894944516655,-48.644411588065275,SC,88339
balneario camboriu,-26.976138317790983,-48.64145671357261,SC,88338
balneário camboriú,-26.971835259507177,-48.63801471648682,SC,88331
balneario gaivota,-29.163967760643608,-49.5823673803218,SC,88955
balneário piçarras,-26.72459340297438,-48.68317628625917,SC,88380
balneario pinhal,-30.256838757580212,-50.238078180008145,RS,95599
balneario rincao,-28.827000128679675,-49.22669776740314,SC,88828
balsa nova,-25.5870663114133,-49.633257191575794,PR,83650
bálsamo,-20.73610517485865,-49.580691244769085,SP,15140
balsas,-7.511492507642972,-46.04703653821487,MA,65800
bambui,-20.0077335,-45.978754499999994,MG,38900
banabuiu,-5.300622587702005,-38.92089896010024,CE,63960
bananal,-22.681822130220606,-44.31777546316097,SP,12850
bananeiras,-6.755011128517376,-35.63785855710437,PB,58220
bandeira,-15.884554499999997,-40.56399449999999,MG,39917
bandeira do sul,-21.734457472476834,-46.38508967245923,MG,37740
bandeirante,-26.764143574705038,-53.64088438043024,SC,89905
bandeirantes,-23.13289603182123,-50.3748050012412,MG,35423
bandeirantes,-23.123801224965778,-50.37285801357385,PR,86360
bandeirantes,-19.921177646910817,-54.36132931609356,MS,79430
bandeirantes do tocantins,-7.762561089019623,-48.58056269248109,TO,77783
bandeirantes d'oeste,-23.106241494540207,-50.377957047095386,SP,15367
bannach,-7.6447163443406,-50.358486616957244,PA,68388
banquete,-22.174558223906683,-42.4725765370264,RJ,28662
banzaê,-10.58339229509482,-38.61271234372308,BA,48405
barao,-29.374566759593517,-51.499057560833336,RS,95730
barao ataliba nogueira,-22.393696899359803,-46.75244956798473,SP,13986
barao de antonina,-23.63196979325705,-49.559788741488646,SP,18490
barao de cocais,-19.932704332340645,-43.485278615883715,MG,35970
barão de cocais,-19.8656841705892,-43.44889464633095,MG,35975
barao de cotegipe,-27.620338197759114,-52.379967269013825,RS,99740
barao de grajau,-6.757211430123715,-43.02428229358029,MA,65660
barao de juparana,-22.33974331584391,-43.6784728365046,RJ,27640
barao de melgaco,-16.19543385236072,-55.951225309969416,MT,78190
barao de monte alto,-21.24196868671613,-42.23540473627006,MG,36870
barao do triunfo,-30.393111135410113,-51.73629403350633,RS,96735
barauna,-6.644907070632345,-36.24817306021993,PB,58188
barauna,-5.084799038512361,-37.609133491651455,RN,59695
barbacena,-21.302471981959147,-43.6251130300681,MG,36204
barbacena,-21.232267920465752,-43.77002363272546,MG,36200
barbacena,-21.230927487768458,-43.79341425698508,MG,36201
barbacena,-21.216647501342187,-43.75240420003465,MG,36205
barbacena,-21.202148725537473,-43.7744651701058,MG,36202
barbalha,-7.314259964575111,-39.30379683942273,CE,63180
barbosa,-21.268911291931072,-49.94872218239794,SP,16350
barbosa ferraz,-24.028108018467677,-52.00953010663331,PR,86960
barcarena,-1.5173612204907763,-48.70150982365019,PA,68447
barcarena,-1.5071125078676977,-48.621433444021356,PA,68445
barcelona,-5.95141692401807,-35.92636073245279,RN,59410
barcelos,-21.729124252402073,-41.18352754219122,RJ,28220
barcelos,-0.9784861559259962,-62.9248973905306,AM,69700
bariri,-22.087700920983714,-48.7476570587839,SP,17250
barra,-11.090032261761426,-43.140657823476445,BA,47100
barra bonita,-26.6549131998767,-53.43887790780584,SC,89909
barra bonita,-22.486085526661206,-48.547449669138985,SP,17340
barra da estiva,-13.626367667837362,-41.32333173748239,BA,46650
barra d'alcântara,-6.5225063220584545,-42.10586083179356,PI,64528
barra de guabiraba,-8.416903499999998,-35.66146724999999,PE,55690
barra de santa rosa,-6.730283404876338,-36.053449073312834,PB,58170
barra de santana,-7.52332999999993,-36.00004999999993,PB,58458
barra de santo antonio,-9.403298910346338,-35.51051351041828,AL,57925
barra de são francisco,-18.753863695129915,-40.898033694138554,ES,29800
barra de sao joao,-22.576493693936694,-41.98699034043617,RJ,28880
barra de sao miguel,-9.838684355713534,-35.89596559633788,AL,57180
barra de sao miguel,-7.751435060732928,-36.319214717576266,PB,58483
barra do ariranha,-18.664759436442594,-41.1006733882787,MG,35295
barra do bugres,-15.067845786572343,-57.18876611000515,MT,78390
barra do chapéu,-24.47481821727835,-49.02694995754071,SP,18325
barra do choca,-14.859441898306486,-40.5734482146653,BA,45120
barra do corda,-5.508554017485669,-45.23964287233554,MA,65950
barra do garças,-15.87636437716699,-52.26320605049736,MT,78600
barra do guarita,-27.192464425326055,-53.71041524370879,RS,98530
barra do jacare,-23.11527383783278,-50.17926898432253,PR,86385
barra do jacuipe,-11.089423326181954,-43.14137810057481,BA,42833
barra do mendes,-11.805968085379076,-42.058908241064614,BA,44990
barra do pirai,-22.502019236611805,-43.813808475195366,RJ,27143
barra do pirai,-22.49566483295544,-43.83054064371841,RJ,27150
barra do pirai,-22.484639193439353,-43.81994786543312,RJ,27145
barra do pirai,-22.478629222892696,-43.819053801760816,RJ,27140
barra do pirai,-22.475705751194017,-43.835799860642595,RJ,27110
barra do pirai,-22.46958202047816,-43.82153862286897,RJ,27135
barra do pirai,-22.461470374714654,-43.81378645093037,RJ,27130
barra do pirai,-22.457161272718484,-43.7951537328728,RJ,27120
barra do pirai,-22.456140309719462,-43.81912466039787,RJ,27115
barra do piraí,-22.468841999999995,-43.82693428435798,RJ,27123
barra do piraí,-22.465169411833358,-43.8326283150137,RJ,27113
barra do quaraí,-30.20926027956109,-57.5489942459364,RS,97538
barra do ribeiro,-30.302643881668438,-51.317773442087216,RS,96790
barra do rio azul,-27.409902266121655,-52.41469901542163,RS,99795
barra do rocha,-14.211113500115486,-39.60090284777084,BA,45560
barra do tarrachil,-13.009101177805219,-38.525978987269255,BA,48668
barra do turvo,-24.75567196941544,-48.50634725056389,SP,11955
barra dos coqueiros,-10.943916699019447,-37.032897193365166,SE,49140
barra feliz,-19.96379765255795,-43.45810248787213,MG,35963
barra funda,-27.924171367160966,-53.04458824113625,RS,99585
barra longa,-20.283772009388834,-43.04455407287914,MG,35447
barra mansa,-22.58218398714972,-44.26448099947357,RJ,27360
barra mansa,-22.580795713572613,-44.175094491805694,RJ,27340
barra mansa,-22.580215754653146,-44.12423866019317,RJ,27337
barra mansa,-22.57303617630277,-44.16970186580994,RJ,27338
barra mansa,-22.56314478067754,-44.25649843818681,RJ,27353
barra mansa,-22.556822175139878,-44.11819211212422,RJ,27336
barra mansa,-22.55485206578562,-44.14880077684809,RJ,27331
barra mansa,-22.55175216588292,-44.17403562857486,RJ,27343
barra mansa,-22.55055458878942,-44.12947612961537,RJ,27333
barra mansa,-22.549784197597585,-44.15993665277684,RJ,27330
barra mansa,-22.54746268887411,-44.18748354094289,RJ,27347
barra mansa,-22.5438576834508,-44.11697148918383,RJ,27335
barra mansa,-22.54303759117662,-44.17532044976627,RJ,27345
barra mansa,-22.540215603670106,-44.174390893011676,RJ,27310
barra mansa,-22.539426830976957,-44.13249090550514,RJ,27332
barra mansa,-22.538988325964894,-44.18582645374644,RJ,27350
barra mansa,-22.537845000000004,-44.17191674999998,RJ,27323
barra mansa,-22.53608898667975,-44.16056996366771,RJ,27325
barra mansa,-22.529842003911803,-44.188492375177795,RJ,27313
barra mansa,-22.528072997934117,-44.20304134266612,RJ,27351
barra mansa,-22.523912739698666,-44.18623424719054,RJ,27321
barra mansa,-22.504165395664423,-44.197799491484325,RJ,27320
barra mansa,-22.45229999999998,-44.303622419999954,RJ,27365
barra mansa,-22.38471999999996,-44.112499999999955,RJ,27322
barra velha,-26.70909855991671,-48.69369179611,SC,88390
barracao,-27.676236697248278,-51.45915574192975,RS,95370
barracao,-26.25659210854377,-53.619024353931664,PR,85700
barras,-4.242819182226259,-42.295534696116334,PI,64100
barreira,-4.292686814482221,-38.637656402685465,CE,62795
barreiras,-12.948500507698977,-38.46063227264888,BA,47814
barreiras,-12.169859806853127,-44.988369250768905,BA,47813
barreiras,-12.157045223182498,-44.99950649822065,BA,47801
barreiras,-12.157029533964364,-44.99315109230259,BA,47804
barreiras,-12.155921317922362,-44.98813958094812,BA,47807
barreiras,-12.152841337963048,-44.99066031483059,BA,47806
barreiras,-12.151330103797862,-45.004637815911174,BA,47808
barreiras,-12.149819055140771,-44.994249692154,BA,47803
barreiras,-12.147030551377815,-44.99609163741842,BA,47800
barreiras,-12.147001184807044,-44.998336293424515,BA,47805
barreiras,-12.144615065808216,-45.00884374690045,BA,47810
barreiras,-12.130004155594662,-44.976010609160376,BA,47802
barreiras do piaui,-9.92338716711996,-45.47635168987134,PI,64990
barreirinhas,-2.75634402523861,-42.82153112196525,MA,65590
barreiros,-8.815640338548715,-35.19146664451371,PE,55560
barretos,-20.61491237606474,-48.76359025904763,SP,14789
barretos,-20.58223091395927,-48.557197702608335,SP,14784
barretos,-20.57622133702129,-48.57792225353819,SP,14783
barretos,-20.57391249509812,-48.586848510579266,SP,14785
barretos,-20.55352180460502,-48.57715926810552,SP,14780
barretos,-20.550631159587983,-48.60122983028446,SP,14786
barretos,-20.549020930449608,-48.58978990804982,SP,14787
barretos,-20.5342210194687,-48.563568431308724,SP,14781
barrinha,-21.182360068257925,-48.15822670677218,SP,14860
barro,-7.1794940465592685,-38.779253554341814,CE,63380
barro alto,-14.965740970470355,-48.92870705486708,GO,76390
barro alto,-11.762946537705691,-41.90726687365007,BA,44895
barro duro,-5.81961832697307,-42.513346060855774,PI,64455
barro duro,-2.8839719992928754,-42.3052823008146,MA,65582
barro preto,-14.808127007425883,-39.472814951368036,BA,45625
barrocas,-11.532568563832422,-39.077498907212366,BA,48705
barrolandia,-9.83521114808075,-48.726039600499824,TO,77665
barroquinha,-2.8946912176039707,-41.27579072239835,CE,62410
barros cassal,-29.090197963486233,-52.58561342642389,RS,99360
barroso,-21.189776579896712,-43.97438376637962,MG,36212
barueri,-23.547879857619158,-46.88417090735773,SP,6447
barueri,-23.545812876609087,-46.86502869248949,SP,6443
barueri,-23.54540501344919,-46.877269420164986,SP,6448
barueri,-23.543538120019367,-46.88441097315454,SP,6444
barueri,-23.5427504782077,-46.866257683615906,SP,6449
barueri,-23.5420009843073,-46.88815006992992,SP,6437
barueri,-23.539942931920695,-46.88676604933411,SP,6436
barueri,-23.53558353710553,-46.88310044870239,SP,6434
barueri,-23.531632488523172,-46.88560266531674,SP,6433
barueri,-23.530168828723998,-46.86460277776005,SP,6445
barueri,-23.52735457368866,-46.88567388149708,SP,6435
barueri,-23.51875154544895,-46.86084468183887,SP,6442
barueri,-23.518515212070696,-46.89450998264022,SP,6422
barueri,-23.510524969129598,-46.86104614786531,SP,6440
barueri,-23.50956701819199,-46.89803072157397,SP,6421
barueri,-23.50924262107987,-46.88666937892011,SP,6401
barueri,-23.508473315910926,-46.879738398736976,SP,6402
barueri,-23.507407290616538,-46.84703285302898,SP,6465
barueri,-23.507324736473898,-46.88916151453831,SP,6420
barueri,-23.506827278408718,-46.87255898428397,SP,6404
barueri,-23.505089673519066,-46.809600405339054,SP,6463
barueri,-23.50445927126197,-46.84497058265231,SP,6460
barueri,-23.503268675109176,-46.875452558986744,SP,6411
barueri,-23.50300164920803,-46.88036874575939,SP,6412
barueri,-23.50247657869377,-46.85563438418507,SP,6455
barueri,-23.50216980862949,-46.89791528982357,SP,6405
barueri,-23.50193224621361,-46.88748451088527,SP,6406
barueri,-23.500582512485654,-46.89233398345806,SP,6407
barueri,-23.499923186550202,-46.865325872168164,SP,6410
barueri,-23.497234203764673,-46.859217111658104,SP,6470
barueri,-23.496592380501806,-46.88637607486702,SP,6408
barueri,-23.496512330315728,-46.85319907277732,SP,6453
barueri,-23.496409640874635,-46.90376882988474,SP,6423
barueri,-23.496147234669607,-46.96217289811124,SP,6428
barueri,-23.495901469908656,-46.87468669635919,SP,6414
barueri,-23.495901469908656,-46.87468669635919,SP,6424
barueri,-23.494709724651205,-46.8159959010025,SP,6458
barueri,-23.49317067158778,-46.847466200289865,SP,6454
barueri,-23.491791912543025,-46.94733309700014,SP,6429
barueri,-23.491756697843805,-46.89634269921673,SP,6409
barueri,-23.49105038611275,-46.88955177094367,SP,6415
barueri,-23.491009097302378,-46.85001991487858,SP,6474
barueri,-23.488183117395092,-46.83514985882802,SP,6475
barueri,-23.48801831246201,-46.85551053744682,SP,6480
barueri,-23.487579122744116,-46.89556419738859,SP,6416
barueri,-23.487311171336483,-46.88600566361078,SP,6417
barueri,-23.485965600458005,-46.853572644994976,SP,6471
barueri,-23.484308590743606,-46.84897173739372,SP,6472
barueri,-23.483826206996675,-46.8044683128608,SP,6462
barueri,-23.483324107200392,-46.847478354090256,SP,6485
barueri,-23.4829988317525,-46.87868868462821,SP,6413
barueri,-23.482917000000004,-46.88653108315505,SP,6418
barueri,-23.4815270104764,-46.86658899220148,SP,6473
barueri,-23.475866148343336,-46.88521871906254,SP,6419
bastos,-21.925766053626717,-50.74077415347185,SP,17690
bataguassu,-21.717182442785404,-52.42237346425372,MS,79780
batalha,-9.67544671932256,-37.12468028561955,AL,57420
batalha,-4.025849928085526,-42.068750088035216,PI,64190
batatais,-20.916468353698388,-47.574216767527176,SP,14312
batatais,-20.90094932674236,-47.589068321785064,SP,14315
batatais,-20.899298609572817,-47.57950783591457,SP,14307
batatais,-20.886174694700312,-47.59434113509063,SP,14300
batatais,-20.88373048265745,-47.57430515205115,SP,14305
batateira,-8.560572356011493,-35.830027192667785,PE,55445
bataypora,-22.297625865019285,-53.2686313802315,MS,79760
batinga,-12.933428437159534,-38.49847245588348,BA,45975
baturite,-4.331402612273032,-38.88073575131685,CE,62760
bauru,-22.368740206888162,-49.02473228486346,SP,17048
bauru,-22.359737431848437,-49.05231525174554,SP,17018
bauru,-22.354520258410652,-49.072367635985984,SP,17053
bauru,-22.353379879537247,-49.05238433917126,SP,17017
bauru,-22.353122459390228,-49.0981396206503,SP,17056
bauru,-22.349206736746634,-49.041093419457894,SP,17064
bauru,-22.34727462949378,-49.09146780336427,SP,17054
bauru,-22.343278450951072,-49.110246161213695,SP,17055
bauru,-22.339989670003984,-49.0681097004153,SP,17016
bauru,-22.337614143709914,-49.02889557185494,SP,17033
bauru,-22.33464564974889,-49.05350529935354,SP,17011
bauru,-22.333806,-49.0911435,SP,17052
bauru,-22.333140010349876,-48.95811171653265,SP,17037
bauru,-22.33259929227913,-49.0443811707606,SP,17047
bauru,-22.332425763517893,-49.060789754631074,SP,17012
bauru,-22.33137826421038,-49.096775499711526,SP,17051
bauru,-22.331227499999997,-49.07597849999999,SP,17014
bauru,-22.328931562034718,-49.07560106454488,SP,17015
bauru,-22.32817929115924,-49.02886625465973,SP,17032
bauru,-22.32799872661436,-49.04464129765144,SP,17030
bauru,-22.326383757053296,-49.13751207689485,SP,17057
bauru,-22.32467467831388,-49.02453793144441,SP,17031
bauru,-22.32408404244344,-49.05959852054356,SP,17013
bauru,-22.322079528905824,-49.0743156548015,SP,17010
bauru,-22.321557451007024,-49.099336191932544,SP,17050
bauru,-22.320767503750904,-49.01133190991989,SP,17035
bauru,-22.31873788043944,-49.01170292875091,SP,17110
bauru,-22.317322505668766,-49.110453454323434,SP,17065
bauru,-22.3167492489756,-49.10450731626177,SP,17067
bauru,-22.316668044504947,-49.081743926367565,SP,17060
bauru,-22.313394900917526,-49.094951936840104,SP,17063
bauru,-22.309153397714873,-49.06667943533956,SP,17020
bauru,-22.305639680591106,-49.02685106362223,SP,17034
bauru,-22.30496288620234,-49.006305823330905,SP,17039
bauru,-22.30471983227435,-49.05868864906134,SP,17025
bauru,-22.30373844656362,-49.11089157548048,SP,17066
bauru,-22.30039034000799,-49.07933682001268,SP,17021
bauru,-22.296469236850484,-49.03471065377948,SP,17026
bauru,-22.295548583386346,-49.069619266720544,SP,17024
bauru,-22.292803315803585,-49.0318923780192,SP,17027
bauru,-22.281123760488132,-49.05527664002536,SP,17023
bauru,-22.277504074383966,-49.072014630013385,SP,17022
bayeux,-7.13308278320726,-34.93300480817657,PB,58308
bayeux,-7.13286951827377,-34.925421414871174,PB,58309
bayeux,-7.126526540495079,-34.92352352733699,PB,58306
bayeux,-7.124757457244169,-34.938196309610895,PB,58307
bayeux,-7.12001385040056,-34.907903785395916,PB,58305
bebedouro,-21.052484257900066,-48.476527327187895,SP,14715
bebedouro,-21.01874823813636,-48.6485935746869,SP,14700
bebedouro,-21.015332236564173,-48.64487086166094,SP,14716
bebedouro,-20.997725516862108,-48.54676717524853,SP,14718
bebedouro,-20.968437203172407,-48.47296839427752,SP,14702
bebedouro,-20.962004556894936,-48.48983785342409,SP,14704
bebedouro,-20.94532771847446,-48.48643976387547,SP,14701
bebedouro,-20.944302152674616,-48.50429911235303,SP,14706
bebedouro,-20.93364583018626,-48.47191650308336,SP,14711
bebedouro,-20.931679523612665,-48.50494529994249,SP,14707
bebedouro,-20.92963426779351,-48.47149875727146,SP,14710
bebedouro,-20.92906365156043,-48.495223081280635,SP,14708
bebedouro,-20.928623885001464,-48.492996397226044,SP,14709
bebedouro,-20.923029588245832,-48.45576867859325,SP,14713
beberibe,-4.185336292808475,-38.12832286276939,CE,62840
bela cruz,-3.061693817369852,-40.165992141938915,CE,62570
bela vista,-22.104589690944792,-56.54389097047191,MS,79260
bela vista da caroba,-25.88007139271382,-53.666728535762054,PR,85745
bela vista de goias,-16.969154699584582,-48.96010970583767,GO,75240
bela vista de minas,-19.827710392055042,-43.09300983637606,MG,35938
bela vista do maranhao,-3.741020455919547,-45.25141752424407,MA,65335
bela vista do paraíso,-22.992434863297344,-51.19110802912555,PR,86130
bela vista do piaui,-7.9732350000000025,-41.87166308779437,PI,64705
bela vista do toldo,-26.275555709056803,-50.46587675837673,SC,89478
belagua,-3.159153890484589,-43.504593890060235,MA,65535
belem,-9.569374354216542,-36.49297105084643,AL,57630
belem,-1.473505376074785,-48.46997985443469,PA,66065
belem,-1.4695425262277138,-48.45467703191186,PA,66079
belem,-1.4653900588320616,-48.49932165791454,PA,66023
belem,-1.4650237139778006,-48.47118578611772,PA,66075
belem,-1.4649796654765275,-48.48763846258198,PA,66033
belem,-1.464813450458761,-48.48103998542905,PA,66822
belem,-1.4642647954584085,-48.45765762447347,PA,66073
belem,-1.4628823147612158,-48.500386424490856,PA,66020
belem,-1.4610480874257128,-48.47781296251955,PA,66045
belem,-1.4586680951530513,-48.50020452458606,PA,66913
belem,-1.456082274898832,-48.499975186829225,PA,66813
belem,-1.455169760979064,-48.481834892319185,PA,66040
belem,-1.454787471002319,-48.49744181542506,PA,66017
belem,-1.454280390241707,-48.500970495152565,PA,66013
belem,-1.4538728351318888,-48.49726719525075,PA,66015
belem,-1.453384061122527,-48.46810551089191,PA,66090
belem,-1.4526336952507612,-48.49948416486809,PA,66010
belem,-1.4526032997575802,-48.50020802054355,PA,66019
belem,-1.4521799999999416,-48.48195999999996,PA,66035
belem,-1.4502412245368914,-48.4742275010096,PA,66063
belem,-1.4490947274224149,-48.484601999451726,PA,66055
belem,-1.4487117091005544,-48.48922937062177,PA,66053
belem,-1.44854252478061,-48.45647459354321,PA,66070
belem,-1.4442835911766216,-48.478317420508795,PA,66060
belem,-1.4432955950561102,-48.481849716795615,PA,66623
belem,-1.441582080877661,-48.487470471254134,PA,66821
belem,-1.4390974529689196,-48.488468429338276,PA,66050
belem,-1.4381200036353377,-48.46516609521599,PA,66093
belem,-1.436736864850719,-48.47258827728078,PA,66085
belem,-1.4351686532623154,-48.46701297918873,PA,66613
belem,-1.4294941285128357,-48.48516739935964,PA,66113
belem,-1.4282248678804774,-48.45969414418032,PA,66095
belem,-1.428203860667122,-48.45003927670384,PA,66610
belem,-1.4224300521669595,-48.46335636193654,PA,66087
belem,-1.4219309958450534,-48.466488682353244,PA,66080
belem,-1.4183195981015178,-48.466735570488815,PA,66083
belem,-1.4125173943966511,-48.48545057216228,PA,66117
belem,-1.4102549999999923,-48.47429154039463,PA,66123
belem,-1.4065474493622432,-48.39456971426512,PA,66690
belem,-1.4019926670315634,-48.434268177696325,PA,66645
belem,-1.401171734858172,-48.45677219318324,PA,66633
belem,-1.4008844765734045,-48.491161863726994,PA,66110
belem,-1.398302853453761,-48.45359410502642,PA,66615
belem,-1.3981229999999982,-48.47285348124546,PA,66617
belem,-1.3973467554453018,-48.46038326448761,PA,66620
belem,-1.3909038038453685,-48.473219301039,PA,66695
belem,-1.3814706747071943,-48.43791715543303,PA,66840
belem,-1.3809726642885602,-48.45196201576657,PA,66640
belem,-1.3763156344567804,-48.4511976829015,PA,66630
belem,-1.3760043691220547,-48.47781676305116,PA,66115
belem,-1.36822753610786,-48.42256028942645,PA,66652
belem,-1.3663835507125295,-48.468539228156544,PA,66816
belem,-1.3626683479999429,-48.43685499999998,PA,66625
belem,-1.3624666872006765,-48.429216414507515,PA,66650
belem,-1.356206424661545,-48.45374911705526,PA,66635
belem,-1.3558068753822978,-48.46602787996992,PA,66831
belem,-1.353804369698152,-48.436815200530866,PA,66914
belem,-1.3489863093765762,-48.466861314661685,PA,66830
belem,-1.339795897022389,-48.457778448237065,PA,66833
belem,-1.3386809553061954,-48.43596777047144,PA,66670
belem,-1.3354989780714477,-48.43738550248149,PA,66823
belem,-1.3203340407986575,-48.44560365999201,PA,66820
belem,-1.3131772169199873,-48.461465843327666,PA,66077
belem,-1.3117642378670853,-48.47135676089216,PA,66814
belem,-1.3110114256284449,-48.48288380246924,PA,66812
belem,-1.3055593400079837,-48.47629795989383,PA,66811
belem,-1.2959324999999924,-48.45574124999999,PA,66815
belem,-1.2957386333602605,-48.481815575596045,PA,66810
belem,-1.282425634556611,-48.47387438679091,PA,66845
belem,-1.2497496397369097,-48.45619946765544,PA,66843
belem,-1.1608123305679472,-48.46734437316392,PA,66910
belem,-1.1467449060770418,-48.462417314111285,PA,66912
belem,-1.1230385471224598,-48.437794834899414,PA,66918
belem,-1.0970280663716216,-48.41007202105992,PA,66923
belém,-6.695727063715224,-35.53979824621589,PB,58255
belém,-1.4646377798778445,-48.49088550600126,PA,66030
belém,-1.4607740646604463,-48.49311464752719,PA,66025
belém,-1.4578593207589032,-48.49193007547432,PA,66916
belém,-1.4131656572220435,-48.47726487206407,PA,66120
belém,-1.4119747965549239,-48.493009815049675,PA,66825
belém,-1.2632245237462063,-48.470279672369905,PA,66920
belém,-1.1676366134863776,-48.46158317517885,PA,66911
belem de maria,-8.6248171001194,-35.84057383216041,PE,55440
belem do brejo do cruz,-6.18874586737369,-37.53417932527836,PB,58895
belem do piaui,-7.378615682420393,-40.971672272663035,PI,64678
belém do são francisco,-8.750806602176919,-38.96304601484192,PE,56440
belford roxo,-22.77182168170808,-43.39947699709481,RJ,26172
belford roxo,-22.768223434785572,-43.39902521475103,RJ,26131
belford roxo,-22.762690324780937,-43.40500890843466,RJ,26130
belford roxo,-22.757646809616286,-43.399316653166174,RJ,26113
belford roxo,-22.75672987317173,-43.40114719250379,RJ,26116
belford roxo,-22.756200084794518,-43.355475988540825,RJ,26195
belford roxo,-22.751871959509838,-43.36323721090701,RJ,26196
belford roxo,-22.750981976905546,-43.36636119609569,RJ,26110
belford roxo,-22.748620638829685,-43.3925832985371,RJ,26115
belford roxo,-22.747366570957468,-43.41455450039085,RJ,26140
belford roxo,-22.746537276169313,-43.409648570561245,RJ,26112
belford roxo,-22.745978500968295,-43.33659628534519,RJ,26193
belford roxo,-22.74554110307794,-43.419475720114825,RJ,26135
belford roxo,-22.742235199560103,-43.40261101046788,RJ,26120
belford roxo,-22.738411952850146,-43.411214541776474,RJ,26123
belford roxo,-22.736898712649605,-43.32922564510431,RJ,26190
belford roxo,-22.73573613381106,-43.35920802457714,RJ,26171
belford roxo,-22.735079682038137,-43.38748613936333,RJ,26165
belford roxo,-22.7327171059093,-43.36105022505727,RJ,26173
belford roxo,-22.732357552585615,-43.37032586108127,RJ,26167
belford roxo,-22.731477108730974,-43.4210063873832,RJ,26170
belford roxo,-22.730598468971507,-43.34508688347225,RJ,26187
belford roxo,-22.728757813992896,-43.40293031275059,RJ,26125
belford roxo,-22.726431716482523,-43.35535437519445,RJ,26157
belford roxo,-22.72531672669537,-43.352005937192246,RJ,26175
belford roxo,-22.72378363153526,-43.33936505617715,RJ,26183
belford roxo,-22.72297477644227,-43.403798356016445,RJ,26127
belford roxo,-22.72288814838704,-43.38631065611395,RJ,26160
belford roxo,-22.722815171968815,-43.355947916724695,RJ,26176
belford roxo,-22.718397440858983,-43.428049741146275,RJ,26143
belford roxo,-22.717835733663176,-43.404118170334094,RJ,26155
belford roxo,-22.716827050439452,-43.42723988703976,RJ,26153
belford roxo,-22.716784241851663,-43.41650571384856,RJ,26150
belford roxo,-22.716736267717096,-43.35312540921445,RJ,26177
belford roxo,-22.715792283957285,-43.37770732686451,RJ,26178
belford roxo,-22.713183562532507,-43.38665975201844,RJ,26163
belford roxo,-22.705573500000003,-43.339625999999996,RJ,26182
belford roxo,-22.70532225838791,-43.33966082014049,RJ,26180
belford roxo,-22.70231309099995,-43.33193249799996,RJ,26185
belford roxo,-22.701295499999958,-43.39420920799995,RJ,26145
belmiro braga,-21.948359470675534,-43.41534660464676,MG,36126
belmonte,-26.843126626273513,-53.58007892116759,SC,89925
belmonte,-15.862078637260714,-38.87762372118182,BA,45800
