Sum of freight_value,order_id,Sum of order_item_id,Sum of price,product_id,seller_id,Year,Quarter,Month,Day,Total_Item_Value
28.34,14a3a4001dfbf5f1315c3fea8d0600ea,1,139.99,ba4a91633739ceceb2b73b627e2cfbc3,7c67e1448b00f6e969d365cea6b010ab,2018,Qtr 1,February,16,111.65
27.06,14a51ed90079fbc00365d6848d837ff3,1,139.9,ad2b6bedd7908a039ae14d7758805299,b39d7fe263ef469605dbb32608aee0af,2018,Qtr 2,May,16,112.84
24.46,14a54a1ffd16f037929c4553a244f9ed,1,279.9,ff5d87897ed26d564711df324b98ebee,fa1c13f2614d7b5c4749cbc52fecda94,2018,Qtr 2,April,9,255.44
15.15,14a614ee08193a408e0155cba2279c6a,1,56.99,bd6e6fce9ada76ea2db0f1912e8e478f,1835b56ce799e6a4dc4eddc053f04066,2017,Qtr 3,September,27,41.84
15.1,14a660c68eba46744faaf9b97ee7bfbc,1,34.3,d97cfa719a6198d4a66453e0c6ed596c,e5a3438891c0bfdb9394643f95273d8e,2017,Qtr 4,December,4,19.2
17.23,14a678af0f9ccd309467a5d6feb5a829,1,139.9,5140431c54f26f3706d901fef4b1a528,ac3508719a1d8f5b7614b798f70af136,2017,Qtr 4,October,11,122.67
17.74,14a695b756de73b46dafb2151dc5ae98,1,69.99,8c8d924b1b31192b10a89b46702cd501,7a67c85e85bb2ce8582c35f2203ad736,2017,Qtr 4,November,30,52.25
17.74,14a695b756de73b46dafb2151dc5ae98,2,69.99,d6be8874a210252bd164fadd394d9e95,7a67c85e85bb2ce8582c35f2203ad736,2017,Qtr 4,November,30,52.25
27.36,14a76254fd8b520137f06d37b1cdb8d2,1,147.9,060cb19345d90064d1015407193c233d,8581055ce74af1daba164fdbd55a40de,2017,Qtr 3,July,17,120.54
22.84,14a827496bbb61022f55a1c4ca62ac60,1,914.65,64cc57332d82d99ae365b4f5f1048bd0,edb1ef5e36e0c8cd84eb3c9b003e486d,2017,Qtr 4,November,14,891.81
43.39,14a915a594225cec76a7c3628517a64a,1,299,813a9ef2db7efff209973a335d043c0f,77530e9772f57a62c906e1c21538ab82,2018,Qtr 3,July,9,255.61
7.78,14a92ecd0503cd0c9f6cfb0aea76dfa7,1,19.99,154e7e31ebfa092203795c972e5804a6,cc419e0650a3c5ba77189a1882b7556a,2017,Qtr 2,June,23,12.21
11.85,14a9489fd3842fb90ea7d555122e3dd3,1,49.9,4af81c9413dcb40e03e2a1bc15a6448b,525e75a6fb1454a2325ab1734bcec221,2017,Qtr 3,August,10,38.05
7.87,14aa8f56b7d871b721f38b3e355dfb94,1,48.9,6adab229374835b551f6402e0dc53267,f8db351d8c4c4c22c6835c19a46f01b0,2018,Qtr 2,May,11,41.03
9.06,14ab59654dc1a6eed3e374b6adfbc893,1,59.99,f59062775ff63deba00e8b425f127e35,b74d1c09cb380e1d03a6f859c6f4224b,2018,Qtr 2,April,5,50.93
12.89,14ac5864dbbe7ea0f936884e43b16fa3,1,199,eef7436637ac87cad6bf5108284c3413,b33e7c55446eabf8fe1a42d037ac7d6d,2018,Qtr 1,February,8,186.11
28.75,14ac73e061a88e655cc2d6b984f3c81d,1,29.9,5e53af05c040b01584b81b3549945faf,c8467937e403e76a8ee9f0ab13f6f5ef,2018,Qtr 1,February,1,1.15
18.9,14acf0ab4732322f187e0fd6871a6cbe,1,145.9,6f3b5b605d91b7439c5e3f5a8dffeea7,4869f7a5dfa277a7dca6462dcf3b52b2,2018,Qtr 2,April,26,127
15.1,14adaa967c795bb74d70ae4eafad8d3c,1,39.9,c2d1e60e4deda24940c8039c99f08bbf,7178f9f4dd81dcef02f62acdf8151e01,2017,Qtr 4,November,21,24.8
29.83,14af65d7109058f32b35ed10a594cfc0,1,114.99,19c91ef95d509ea33eda93495c4d3481,06a2c3af7b3aee5d69171b0e14f0ee87,2018,Qtr 2,April,30,85.16
13.31,14b01335f19b97fce1437168032ae388,5,14.9,57d9a5d185e8254383504f57c4b8ddcc,0336182e1b3e92f029d5354832045fdf,2016,Qtr 4,October,10,1.59
3.99,14b01335f19b97fce1437168032ae388,2,22.37,98cd3776d33bddd0ebf8ad8b4732d1b4,184a67a8f9f63234d3a92340bbdb727f,2016,Qtr 4,October,10,18.38
4.26,14b01335f19b97fce1437168032ae388,3,14.9,ace91f88d635b9e5563e36cc0a0a8f09,0336182e1b3e92f029d5354832045fdf,2016,Qtr 4,October,10,10.64
39.93,14b01335f19b97fce1437168032ae388,1,22.37,ad5396bf96af6ede77130e54ad266c61,184a67a8f9f63234d3a92340bbdb727f,2016,Qtr 4,October,10,'-17.56
3.99,14b01335f19b97fce1437168032ae388,4,22.37,c006d1427332464b79808bd9dfaec943,184a67a8f9f63234d3a92340bbdb727f,2016,Qtr 4,October,10,18.38
8.88,14b02f2ce3bb9d06412a704cb763eebd,1,54.4,679a3e5e1d2bb68982be5734c6e55e63,8a130737016f838139d31878787a39c9,2018,Qtr 2,April,12,45.52
12.48,14b0bbcd9df43c7c4f332b485e84faaa,1,18.9,82e4ad16521ca131d95e198d507db370,128639473a139ac0f3e5f5ade55873a5,2017,Qtr 4,December,14,6.42
23.78,14b1311682489866d9a6b5c6dbc0372f,1,140,49427490053ae7f72efeaf0a89c84d26,02f623a8eb246f3c5f7c2f96462654e6,2018,Qtr 3,August,1,116.22
7.78,14b28f4fb9a1df2b37343827f4ee5a33,1,32,1d7db62a21ffb4f220d3e8a05fa77e02,643214e62b870443ccbe55ab29a4dccf,2017,Qtr 4,December,7,24.22
14.1,14b3ab242ab978f908ac651dcae21b8f,1,21.9,50fd2b788dc166edd20512370dac54df,8b321bb669392f5163d04c59e235e066,2018,Qtr 1,January,8,7.8
21.81,14b40df4724d034b004efe11507bc5ae,1,189,81f063a76f382b3665b2b1fd0dd0aad0,ec933281fb017b5020d06df29c3f77e8,2017,Qtr 4,December,21,167.19
15.45,14b4ad3f2983687b458e0118ab3c1d5c,1,99.7,f7bb503725fb4d7bb55301d5bceba728,55a5b51f93f2b70ea513f5a047b0262a,2017,Qtr 2,June,13,84.25
23.13,14b5c4cd4b8db87b8c7582add54038c5,1,79,e073574bfbfbdfbe59454d8474cad673,3d871de0142ce09b7081e2b9d1733cb1,2018,Qtr 2,May,3,55.87
20.98,14b61cb802c6c32f64f9fa632cdaa60b,1,69.9,a42d9c825894f96fc6ed02610891454d,4d6d651bd7684af3fffabd5f08d12e5a,2017,Qtr 3,July,18,48.92
15.23,14b791be12b020b826c2ee4c7662a5da,1,34.36,8fd88178b111d5d12b4a85be4ea8bf4c,83deb69e889cf80f82be1dc6d5f2d486,2018,Qtr 2,April,5,19.13
16.15,14b7e39120c1668b13c4a3c11f983585,1,199.65,2d5f1b5369818632405b5fa5dd8f657f,edb1ef5e36e0c8cd84eb3c9b003e486d,2018,Qtr 1,February,2,183.5
19.07,14b8a3dec1630400442e5cb91e6a3e38,1,169.9,9a63d4ef456702710823c21b8cca0332,817245bcc3badd82bbd222e0366951a6,2018,Qtr 2,April,5,150.83
28.2,14b8b441b89cdc057ecd6160b56aa1e6,3,35.98,2acce4db469045e8f9a863028abce19d,92eb0f42c21942b6552362b9b114707d,2017,Qtr 2,June,15,3.89
14.1,14b8b8e32ed52dcf82a3e04d1881425d,1,29,380b4664ba5bb18cc9db78ee6bac3558,6560211a19b47992c3666cc44a7e94c0,2017,Qtr 3,September,8,14.9
17.09,14bba6d3df6ead296d2626315da5e5d0,1,199,e251ebd2858be1aa7d9b2087a6992580,001cca7ae9ae17fb1caed9dfb1094831,2017,Qtr 2,May,5,181.91
20.65,14bbe584b52d7f29efcd5d8b5553af3b,1,209,d06466afa11453b6450b70992c90ece7,db2956745b3a8e9f3785c99f34b5d25e,2018,Qtr 3,July,31,188.35
60.29,14bc0695cb3e3a338887d250c7cfafb9,1,248.99,657247f6f60543b93e3cc708a8e6329c,7ddcbb64b5bc1ef36ca8c151f6ec77df,2018,Qtr 1,January,19,188.7
14.52,14bc69ea319de2d00a2d781ecf29df42,1,25,6d6b0f6705c1acf1128ecf19d57d5444,891071be6ba827b591264c90c2ae8a63,2017,Qtr 1,March,9,10.48
14.52,14bceeaef362188c60dedfe65e428001,1,19.99,8ab5f8c45e722c22351580a4b0fcc8ad,db46ca7bce82b11f7e247539271fc390,2017,Qtr 2,April,6,5.47
11.88,14bd11245c3ec97c47db26f0e5d88743,1,54.99,77b49ce38659731ae58ff7404a8cf515,c0098efcf800861dcae589affca31408,2018,Qtr 1,January,23,43.11
25.63,14bd8f178a9b993e9c9e9e93c0179130,1,14.99,2c6c5761d3367fd186effcf2922d125e,ad420dd0c4f92f8af951ac24b86d0cf5,2017,Qtr 4,October,11,'-10.64
25.63,14bd8f178a9b993e9c9e9e93c0179130,2,14.99,eaeca85086b0c4f68351e52deb944e16,ad420dd0c4f92f8af951ac24b86d0cf5,2017,Qtr 4,October,11,'-10.64
17.81,14bdad39d75d79fe79a30ed0cefa2794,1,79.9,738da8ddda2e593acfdc53c2d1520dfa,6d66611d7c44cc30ce351abc49a68421,2017,Qtr 4,November,21,62.09
16.11,14be0a96bf13d58196fd144c4b086fe4,1,16.5,596e3ace8e8329beb05bb40700a659f7,e9511df20ccd82658a30c37b7fb343af,2018,Qtr 1,March,12,0.39
91.15,14be6c27cfb9d577528738b7bb45139e,15,149.5,297b52b57d258e1a40202d4f9fb7e38a,620c87c171fb2a6dd6e8bb4dec959fc6,2018,Qtr 2,April,17,11.67
23.27,14bec9a20933b219426d500ca2581dc4,1,66.55,688ad0169550f8e2eb0307b61df3ba12,640e21a7d01df7614a3b4923e990d40c,2018,Qtr 3,July,31,43.28
15.79,14c06653b7d532679bdd383da5d8e0c8,1,76.05,a760ef0bb70c954d79e62ec6023d380c,01cf7e3d21494c41fb86034f2e714fa1,2017,Qtr 1,February,6,60.26
20,14c0c0bebe2cd50fb1dbdee84fbae03a,1,160.55,98d61056e0568ba048e5d78038790e77,8581055ce74af1daba164fdbd55a40de,2018,Qtr 1,January,10,140.55
8.54,14c13b6fd4bed33eb940ae31c5cafb43,1,239,53ea9da485f6aed8a6f03a85831fe021,d650b663c3b5f6fb392b6326366efa9a,2018,Qtr 2,April,19,230.46
18.5,14c17d3f1039eddcf915f58d3f126948,1,57.4,98a20ac6ef3939598c38b1eb54fe1cae,d91fb3b7d041e83b64a00a3edfb37e4f,2018,Qtr 3,August,22,38.9
17.23,14c32105022b0afaa60c1cae1c516e8a,1,69.99,68c923fddf7f83316b53252eaf830724,7a67c85e85bb2ce8582c35f2203ad736,2017,Qtr 1,March,31,52.76
16.97,14c482cac944c8cec7bd0f58bc09514a,1,315.6,b5f15ee3cd14a7ad279b7f07aa6c8aa3,a416b6a846a11724393025641d4edd5e,2017,Qtr 4,December,6,298.63
15.11,14c7b3e2e0b5fd7ca0c342658c37347b,1,52.11,60142008404f92c16972d1cb6dd0e3c8,98dac6635aee4995d501a3972e047414,2018,Qtr 1,March,6,37
7.77,14c7dfb8e61a3df193f153c72a99a3e5,1,128.9,e0d64dcfaa3b6db5c54ca298ae101d05,2eb70248d66e0e3ef83659f71b244378,2018,Qtr 2,May,28,121.13
42.84,14c83cf4b7ec24cf5e5adc2b8917eeb7,1,79.9,52e8a106f98ffb19f0efe15cbbe115f5,082e0bf4cb865a6533b1e8e498cc0255,2018,Qtr 2,June,20,37.06
22.93,14c981a2e9e98dbc3eedc6084803ef1b,1,49.99,c1dfd7dc17df380ed269d0fc905f6e22,4830e40640734fc1c52cd21127c341d4,2018,Qtr 2,June,10,27.06
13.08,14c99dc23c614159bed88378c219456d,1,46.99,9549bc9cccdcfb09de0bd4774b018c3d,d9442042130b7fe579d1295f9f4a248f,2017,Qtr 3,August,10,33.91
32.49,14c9f30dcfd7bff68d5663ce8626cc19,1,259.9,1444bc50e2165224458beb85d5542beb,94144541854e298c2d976cb893b81343,2017,Qtr 3,July,11,227.41
22.06,14ca875b00d9cb1dccb7149f17a31fdc,1,29.9,6a8631b72a2f8729b91514db87e771c0,128639473a139ac0f3e5f5ade55873a5,2018,Qtr 2,May,10,7.84
78.06,14cb3b3caf8abdd2361971932a664cf5,1,147.9,c92f0e7b9d49a9543558d6532772441b,5dceca129747e92ff8ef7a997dc4f8ca,2017,Qtr 4,November,9,69.84
16.28,14ccc60c0ec2c92f5d40eec2ac2a94a0,1,74.99,d3ab527ab0d134eb8a034cab8e52a589,3b15288545f8928d3e65a8f949a28291,2018,Qtr 1,February,19,58.71
23.35,14cccd76360744f54b4d0fad37c12ebb,1,59.9,24e3e6b37adf838150e7bd4dda394c31,4a3ca9315b744ce9f8e9374361493884,2018,Qtr 2,April,17,36.55
10.96,14cd301a36b07ef8fef16986bc807aac,1,26.9,d97f2d7642b06661e99578b3455f5d58,f8db351d8c4c4c22c6835c19a46f01b0,2017,Qtr 1,March,16,15.94
13.11,14cdf6b0e28c9bea424092db68bd3847,1,139.9,11fd9d7ba552e1d28872e008acf1e050,cb8bcce248bb1fb274ba762d8b971456,2017,Qtr 3,July,28,126.79
16.25,14ce3ea318e6003910fd6a5cfe72750e,1,69.9,f9259c9e7c0f12c70f7a81409680a5ff,3db66a856d18a9cba7c9241fc5221c50,2018,Qtr 1,February,20,53.65
18.77,14cef40ef56939096a73790b10938a79,1,127.27,1fb344134cd7164d32dea4d87ba3ec5a,23c38debaffe4a25a30fdbd9b586a13f,2018,Qtr 2,May,2,108.5
19.48,14cfc006132ad861a3d1b6c7bb9fd8a6,1,199.9,d9c379ab5377be590da568f41cd3c49d,6a51fc556dab5f766ced6fbc860bc613,2018,Qtr 2,May,7,180.42
14.97,14d113827939e9deace0b2afb528f1bb,1,139.9,4aaa2ddc43f64a2db232b71fc4639064,6039e27294dc75811c0d8a39069f52c0,2018,Qtr 2,June,8,124.93
8.27,14d1d66db4507c974f85b272b16a2e6d,1,28.49,3cb39171fd36c50097f2dedbbe0dfe6e,16090f2ca825584b5a147ab24aa30c86,2018,Qtr 1,February,28,20.22
27.07,14d296847a335160b30c1e6afe4d011b,1,109.9,32aeecc02aa5adcb7f75155a80a47836,4be9ae93c4fc0f41713d71a4194ee1b3,2018,Qtr 3,August,21,82.83
17.88,14d35062b86c2e1f69376af68e9e2a1e,1,89.9,af0a917aec9cea3b353ece61a8825326,da8622b14eb17ae2831f4ac5b9dab84a,2017,Qtr 4,December,7,72.02
10.96,14d45fea1c20e4fd5c31dde983344115,1,29.99,937d4dbe97dc4cda39683025976f91ae,8a32e327fe2c1b3511609d81aaf9f042,2017,Qtr 2,April,27,19.03
17.6,14d5f7d2a3755fbd4df406ef4c4b400c,1,43.99,1a38458ed0e1d16259ef2a8c30ef91c6,7a67c85e85bb2ce8582c35f2203ad736,2017,Qtr 2,June,21,26.39
7.44,14d5fd67132f83c0c8a9e241e4a7d4dd,1,24.99,060c17562f97e5bb60bc0dfa4dd5b3f2,9f505651f4a6abe901a56cdc21508025,2018,Qtr 3,August,7,17.55
17.65,14d64059935405be1dc46f30f7a123ac,1,199.89,ffc9caf33e2d1e9f44e3e06da19085f7,b18dc380845b24038cfc48006478f099,2018,Qtr 1,January,19,182.24
18.23,14d669598f68c894de7412ad5b49d724,1,32.49,3bae6cd6874475c1ebf2c5dbca8493fa,2e1c9f22be269ef4643f826c9e650a52,2018,Qtr 2,April,9,14.26
14.61,14d68c5b215a31950340dc9cb3f73efe,1,122.99,5a848e4ab52fd5445cdc07aab1c40e48,c826c40d7b19f62a09e2d7c5e7295ee2,2018,Qtr 1,February,1,108.38
17.14,14d9794bbb53614d12cc2df6a045f82b,1,99.56,e53e557d5a159f5aa2c5e995dfdf244b,0b90b6df587eb83608a64ea8b390cf07,2018,Qtr 1,January,26,82.42
19.58,14d9ad6e33d9a98a2d7a935937895645,1,56.1,703d742887bb9267f89b675608ba7aa0,640e21a7d01df7614a3b4923e990d40c,2018,Qtr 3,July,31,36.52
15.23,14db1d0a0c68e65f2a097d76be8feb71,1,44.99,036734b5a58d5d4f46b0616ddc047ced,ea8482cd71df3c1969d7b9473ff13abc,2018,Qtr 1,March,14,29.76
9.34,14db6eba3c303f9a28d0e9330754a842,1,59.9,382132cf96c88a277a65226833af5f61,b2ba3715d723d245138f291a6fe42594,2017,Qtr 4,December,20,50.56
13.97,14dbe374dedd03ff06285484791c8d4e,1,56.1,703d742887bb9267f89b675608ba7aa0,640e21a7d01df7614a3b4923e990d40c,2018,Qtr 3,August,2,42.13
23.22,14dc76b28665ce468e6f5ce4fd661127,1,46.86,381169576b9f3c083a1c3261da161a3b,8c16d1f32a54d92897cc437244442e1b,2017,Qtr 4,December,14,23.64
19.35,14dca2543b44a6699edcca2bd49b261a,1,178.99,ba74c6b75d2ad7503175809688d5a03c,7d13fca15225358621be4086e1eb0964,2018,Qtr 3,August,3,159.64
10.24,14ddbde8a800125503870bcad59d2851,1,189,e2372fa4eec7531e44bb43844876e25b,db2956745b3a8e9f3785c99f34b5d25e,2018,Qtr 2,May,31,178.76
17.91,14de412ae0efc05d642771ab3bff5da6,1,155.99,b8ca27a8b7658a95a8040f0a9489c952,b9ca8e8baa5d4aa038394a700f63e69f,2018,Qtr 2,April,27,138.08
8.46,14def5e6b6021ae117c181c039258033,1,172,bd8c0934082247e8c53c9b8fe35a4dad,c60b801f2d52c7f7f91de00870882a75,2018,Qtr 3,August,6,163.54
25.29,14e02ed9bb6ea11904967b279f41df37,1,64.9,7d854ab97c64ef9df2bbfaf332765786,aac29b1b99776be73c3049939652091d,2018,Qtr 1,January,11,39.61
16.19,14e1335948fa1aacabaedacaf51d545c,1,61.8,30715b45872148dd5322eb2989228a43,4a3ca9315b744ce9f8e9374361493884,2017,Qtr 4,October,5,45.61
15.56,14e2227862cdf47db2caa1acbf80b71f,3,99.54,4914f8796af2ecd359fd8f44b9b92339,c826c40d7b19f62a09e2d7c5e7295ee2,2017,Qtr 4,December,27,41.99
13.08,14e29f83cf6fcd5fcca40380a248eea1,1,59.9,9f7b48e2d4e4d7375f71a10791faa1b8,259f7b5e6e482c230e5bfaa670b6bb8f,2018,Qtr 1,February,19,46.82
18.26,14e3b02a42f36ad7bdcdc8a0df427be3,1,53.99,ee0c1cf2fbeae95205b4aa506f1469f0,cc419e0650a3c5ba77189a1882b7556a,2018,Qtr 1,March,16,35.73
17.96,14e4354a0f5d87e8db773937a3f2331e,1,55.6,293ee8ac0a45f559cdeba37b938fdb66,4a3ca9315b744ce9f8e9374361493884,2017,Qtr 4,October,19,37.64
15.15,14e4ba20c3a5b38de7c1e5edab904bf9,1,56.99,bbaef2eadf31fe3ea6702077398be06c,cc419e0650a3c5ba77189a1882b7556a,2017,Qtr 3,July,21,41.84
16.77,14e58712c72f8606b985860c5711fdf7,1,83,1cab19d5be9a1286428e85aaebf82906,dfa0c4c6229ab200a4a1336b4d7128ff,2018,Qtr 3,August,1,66.23
19.53,14e6e050a57912543937e93051cc7b2c,1,49.1,3940247162a820eff119efe47b02182f,82cb9f452fe8334df74b22d37824b431,2018,Qtr 2,June,28,29.57
19.53,14e741c1e9b28bfb6dbfcd4f9910a0f2,1,80,20767ba46ff14007ce4ed2cb1c4d546a,602044f2c16190c2c6e45eb35c2e21cb,2018,Qtr 2,April,20,60.47
22.35,14e80781ddd70466c4f4250a2e905a6c,1,59.9,98e91d0f32954dcd8505875bb2b42cdb,01cf7e3d21494c41fb86034f2e714fa1,2017,Qtr 1,March,15,37.55
18.23,14e80e4600a8d7fafeb635d6d4ef7151,1,45.9,0cf573090c66bb30ac5e53c82bdb0403,7202e2ba20579a9bd1acb29e61fe71f6,2018,Qtr 2,April,24,27.67
16.77,14e9f1caf8efa770b1a67ec0adf24737,1,114.99,19c91ef95d509ea33eda93495c4d3481,06a2c3af7b3aee5d69171b0e14f0ee87,2018,Qtr 2,May,4,98.22
12.16,14eabcc7b2e278362bdfe6bdfcb822f9,1,109.9,b88dd8936e5b854a19d8601fe9699cab,87f3e35268860433e13d577825aada95,2017,Qtr 1,February,18,97.74
12.99,14ec71016ffcd03db4fac8ce56278da5,1,93.56,74ba0cd1f694e0751c7240443e5a038b,5305693ffae2d3463377b1f6fe67b15a,2018,Qtr 1,January,8,80.57
70.96,14ed10674adcf55aeb8ff2f20c66006e,1,138,632fe3d92c45b5c83f4102fadd94ee92,0dd184061fb0eaa7ca37932c68ab91c5,2018,Qtr 1,March,29,67.04
8.27,14ed86978b67164350d3dbe3d4f13ec3,1,49.95,97373049bc86f3b3245c07a56795b2d7,4e922959ae960d389249c378d1c939f5,2017,Qtr 3,August,23,41.68
15.77,14ee9719cb142bf6f26349118ebac994,1,145,e424f69523d159f82480c01a1ebf9f7e,fcb5ace8bcc92f75707dc0f01a27d269,2017,Qtr 4,November,30,129.23
11.65,14ee9d8441fc68e3674444fb41597e05,1,89.99,394ccaadf8429703362e1796dccbf4d9,0743a0239d764b9a0f959a57d07e36ab,2018,Qtr 3,July,30,78.34
26.27,14ee9fe5d7494810335154bf7a536214,1,260,1b28754d4c3737f9655d4a27c118bcd5,f12ff17ad8bbf01ec5c33b17e506649b,2018,Qtr 1,February,8,233.73
9.34,14eebf4ee4861266179c58676b1bccf8,1,69.9,a0eef953cb25bc9ae40457e1c3c82946,5a8e7d5003a1f221f9e1d6e411de7c23,2018,Qtr 1,February,23,60.56
11.85,14ef2221cc3570aa6ce512fc353529b3,1,17.9,cf6514025ef5d3a93d69d2a7bfa4036b,d2374cbcbb3ca4ab1086534108cc3ab7,2018,Qtr 1,March,2,6.05
21.25,14efd3877d76587691ac8f854125c31e,1,58.9,42a2c92a0979a949ca4ea89ec5c7b934,813348c996469b40f2e028d5429d3495,2018,Qtr 1,February,12,37.65
30.16,14f0429b74bbb862693e5a88af6f6f6a,3,58.99,314fa2ee03eff6af10bc8f7ff0c4dc9f,d1c281d3ae149232351cd8c8cc885f0d,2017,Qtr 4,October,30,28.83
6.03,14f0429b74bbb862693e5a88af6f6f6a,1,69.9,5bfc7506459ae2a7b4b573fe557a58e1,4a3ca9315b744ce9f8e9374361493884,2017,Qtr 4,October,30,63.87
4.52,14f0429b74bbb862693e5a88af6f6f6a,2,22.9,be4f6fe1a36e3a7abc3c966be0925070,d20b021d3efdf267a402c402a48ea64b,2017,Qtr 4,October,30,18.38
19.6,14f0a731b7bacd25973e4b5edc708af7,1,309.9,0de1e69dff6f40f9f71be7034a8bb8d2,620c87c171fb2a6dd6e8bb4dec959fc6,2017,Qtr 2,April,6,290.3
15.25,14f1fe61fec0f60c84af122793ddf0f9,1,239,31b8e7c2a22f3dba5183cc110bdd72f7,4869f7a5dfa277a7dca6462dcf3b52b2,2018,Qtr 2,June,15,223.75
26.16,14f31f8bfd37cf6b1fa6a4aa6e94e930,3,139.8,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,2018,Qtr 1,March,6,56.82
13.08,14f38e83e237f237348b97dd9f228d40,1,40.5,64eb8b21706b8e2c733ba16bf02a1537,2c3d56f92f360fb89d849b84e8f50eae,2018,Qtr 1,February,6,27.42
17.51,14f39bb597d6744309d74e7b9daf849f,1,110,235e0d56841710b62daf088840a96ba8,1d8dbc4f32378d715c717c1c1fc57bae,2017,Qtr 2,April,20,92.49
8.72,14f4374a9f796595c2fd49a1adbf232e,1,39.99,94475071013412139f862c0bd7e3bb37,955fee9216a65b617aa5c0531780ce60,2018,Qtr 1,March,6,31.27
15.15,14f478070db62f51c33367debce4f1d1,1,56.9,473795a355d29305c3ea6b156833adf5,620c87c171fb2a6dd6e8bb4dec959fc6,2017,Qtr 3,July,11,41.75
15.79,14f67483eeb4f3204bff15ecab4dbd45,1,29.9,942bede3ef6a71e73b5f0ae6ca2f64d9,827f8f69dfa529c561901c4f2e0f332f,2017,Qtr 2,May,26,14.11
9.27,14f6c86b695ea4ddd3dd4386d10388b0,1,21,1d79cdcf69371b7e6e8ab6831d2c6483,d91fb3b7d041e83b64a00a3edfb37e4f,2017,Qtr 2,June,13,11.73
18.72,14f70953c10e4a130a66e0fb1f039c67,1,119.9,fe75529a267b76ac6e96f0c322a899a4,620c87c171fb2a6dd6e8bb4dec959fc6,2018,Qtr 2,June,15,101.18
19.89,14f71e03c472d2b37384b55708ac8354,1,99.77,a0644c97f9915e9f442b94b4a5a2fa1b,c33847515fa6305ce6feb1e818569f13,2018,Qtr 3,July,26,79.88
16.86,14f737727f2b0000ca63eb288357c13c,1,59.9,7d50930301709838d8e90dcac5cfaa84,9616352088dcf83a7c06637f4ebf1c80,2017,Qtr 3,August,2,43.04
15.1,14f75c9606fc12baa607bebe380d7237,1,39.6,520ac02e0e8cdf179eed22f204e3f26d,d91fb3b7d041e83b64a00a3edfb37e4f,2017,Qtr 3,August,16,24.5
17.6,14f7bafd9b5d355e835602d9026e56e3,1,98.9,0a57f7d2c983bcf8188589a5fea4a8da,4869f7a5dfa277a7dca6462dcf3b52b2,2018,Qtr 2,April,25,81.3
15.23,14f81abb54984ba116bc1994d6a34b9d,1,15.9,a9e0a3a894f4bf7844830c090853c3e1,8b321bb669392f5163d04c59e235e066,2018,Qtr 2,June,28,0.67
19.39,14f90c3a16f99d432faf1ed9edde1379,1,59.9,8b51c6ccc9c0548c951214e1cd1547ff,609e1a9a6c2539919b8205cf7c4e6ff0,2018,Qtr 1,March,27,40.51
11.9,14f926e78fd90329d77b9d42fbc1339b,1,73.35,b8be9a5f11908b7b70329f92fcb0eec9,391fc6631aebcf3004804e51b40bcf1e,2017,Qtr 2,April,13,61.45
12.8,14fa05104e2d0b8b2fc25c074c5740fb,1,95.15,385a33a408e9c35c9fbc2025c12f3784,1c68394e931a64f90ea236c5ea590300,2018,Qtr 1,February,26,82.35
23.03,14fa2006700382da7fdadaaf439c2840,1,64.8,078faa63eb55a5055713e141f098624c,34056b8b55c1775a22af2331670a799c,2018,Qtr 2,May,21,41.77
19.84,14fbf76a52909427d03caa0680a5d763,1,29.5,54d9ac713e253fa1fae9c8003b011c2a,955fee9216a65b617aa5c0531780ce60,2018,Qtr 1,January,25,9.66
15.1,14fbf806b3437830413ce53a21371d3c,1,35,9e10eb05d9f369d5c38c475425cc2ee9,1ca7077d890b907f89be8c954a02686a,2017,Qtr 4,December,29,19.9
15.38,14fc11541ec454b0a370072e1e9f59a0,1,89.9,908dd61b840a480fa931ef04389c6266,4a3ca9315b744ce9f8e9374361493884,2018,Qtr 1,February,14,74.52
37.59,14fda766f6a1e0a37886b3e8fcf8bde1,1,129,8ce6b041b5fa5dfaa937f53e145ce299,70a12e78e608ac31179aea7f8422044b,2018,Qtr 2,April,9,91.41
13.65,14fdbdfb8a3c7657649abbc004c434c5,1,89.9,98b22c1129886cbd7fcae69d1c93e442,da8622b14eb17ae2831f4ac5b9dab84a,2017,Qtr 4,December,1,76.25
13.92,14feb2791a33105fe2092f7ac34e3200,1,79.99,363218ba55c610b750224f90bdd34be1,33a6f4b1e7cdc205511e76ba1b6e0186,2018,Qtr 2,May,14,66.07
12.43,14ff9088bad0d954c2b1f4801f774c69,1,148.75,c25a30113a3cb20b4914a605d8682953,55a5b51f93f2b70ea513f5a047b0262a,2017,Qtr 2,April,26,136.32
12.99,15001804f74060f67b97719c69f2fe6e,1,79,454157d7294823cc44ad21d4fe31474a,66dc1b1632bd6a3e508510c5b3492107,2018,Qtr 2,April,10,66.01
12.74,15006f85b1559aaab8fc9798055d0e94,1,56.99,4cc8bfa581f41841ce5e24aba773a44a,1835b56ce799e6a4dc4eddc053f04066,2017,Qtr 4,October,25,44.25
24.3,15008182975b6283817426f03e9f79a7,1,219.99,bfa0e398bef2d28bb421d42997982cab,46dc3b2cc0980fb8ec44634e21d2718e,2018,Qtr 3,August,21,195.69
7.78,1500991a912c8a687bd6536ddf9ee4b3,1,14.99,11fb16e86df4d50cd2c289ede0b70f42,1eade46fba20122dc4aefb379f8c636b,2018,Qtr 1,February,26,7.21
